COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P21,7,0.038706119,-5,12,0.604166667,0,695,0.003322259,0.338870432,5.760094043,0.826177312
Big Horn County,P21,7,0.057528088,-3,12,0.54916986,0,695,0.003322259,0.661129568,4.489932526,-0.349914743
Campbell County,P21,7,0.044684247,1,12,0.455357143,0,695,0.740863787,0.850498339,-0.183941802,-1.107105838
Carbon County,P21,7,0.048640168,-6,10,0.644993498,0,695,0.003322259,0.415282392,8.834820545,0.960435194
Converse County,P21,7,0.044588081,-4,12,0.544117647,0,695,0.003322259,0.53820598,4.674334963,0.185585067
Crook County,P21,7,0.042057303,0,12,0.492772668,0,695,1,1,-0.93313895,-1.964981272
Fremont County,P21,7,0.042152177,-6,10,0.634860051,0,695,0.003322259,0.11627907,6.043844048,1.794557263
Goshen County,P21,7,0.051489284,-6,9,0.687581699,0,695,0.003322259,0.338870432,5.414337894,1.067623323
Hot Springs County,P21,7,0.058543982,0,12,0.487837838,0,695,1,1,-1.448333875,-1.423014262
Johnson County,P21,7,0.058371523,-6,9,0.676546392,0,695,0.003322259,0.156146179,4.266249923,1.638929011
Laramie County,P21,7,0.052386356,-6,9,0.648337596,0,695,0.003322259,0.292358804,10.37864372,1.21570694
Lincoln County,P21,7,0.057566228,-6,9,0.688157895,0,695,0.003322259,0.50166113,6.007863231,0.851337501
Natrona County,P21,7,0.049233173,-3,12,0.54973822,0,695,0.162790698,0.687707641,1.414641426,-0.422166711
Niobrara County,P21,7,0.056904761,6,12,0.378378378,0,695,0.003322259,0.428571429,6.624048568,0.940722235
Park County,P21,7,0.024641263,-1,12,0.515,0,695,0.548172757,0.830564784,0.479137084,-0.853142514
Platte County,P21,7,0.052057297,-2,11,0.557038835,0,695,0.089700997,0.634551495,2.086291227,-0.322028242
Sheridan County,P21,7,0.056905146,-6,8,0.691815857,0,695,0.003322259,0.435215947,7.60843346,0.962394031
Sublette County,P21,7,0.038627949,-6,11,0.602027883,0,695,0.003322259,0.305647841,8.852818842,1.12707377
Sweetwater County,P21,7,0.050749146,2,12,0.428571429,0,695,0.245847176,0.637873754,1.222737975,-0.316299087
Teton County,P21,7,0.050883529,-3,12,0.556832695,0,695,0.003322259,0.65448505,4.711588801,-0.253083107
Uinta County,P21,7,0.039186769,-6,11,0.652116402,0,695,0.003322259,0.295681063,5.92229467,1.182269697
Washakie County,P21,7,0.039690608,1,12,0.443196005,0,695,0.408637874,0.900332226,0.978099832,-1.098277528
Weston County,P21,7,0.046155752,-6,10,0.663115846,0,695,0.003322259,0.568106312,5.361255084,0.751600326
