COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P21,7,0.07649770337127636,-6.0,5.0,0.7510288065843621,0,448,0.0033222591362126247,0.48172757475083056,5.542869676919993,0.8502250596377946
Big Horn County,P21,7,0.0605449773922921,5.0,12.0,0.3860369609856263,0,448,0.0033222591362126247,0.37209302325581395,2.9693675314736367,0.807252709286549
Campbell County,P21,7,0.07086558089837093,-6.0,12.0,0.6464646464646465,0,448,0.0033222591362126247,0.3588039867109635,7.795666680291267,1.1002352750148543
Carbon County,P21,7,0.07208042547893047,-4.0,12.0,0.5405405405405406,0,448,0.006644518272425249,0.6079734219269103,3.374876928520649,0.014607493082509113
Converse County,P21,7,0.06986256192863351,-1.0,12.0,0.5205479452054794,0,448,0.627906976744186,0.8372093023255814,0.23967971575885139,-1.0670616175656449
Crook County,P21,7,0.06570724101959695,-6.0,4.0,0.7766599597585513,0,448,0.0033222591362126247,0.5116279069767442,6.17436086694668,0.8173757451034083
Fremont County,P21,7,0.07554035502112531,0.0,12.0,0.48261758691206547,0,448,1.0,1.0,-1.1935594221730994,-1.51356611755284
Goshen County,P21,7,0.07523208468615997,6.0,6.0,0.24267782426778242,0,448,0.0033222591362126247,0.17940199335548174,5.62330424139822,1.4784996335285865
Hot Springs County,P21,7,0.07545623244003667,-1.0,12.0,0.5063559322033898,0,448,0.6976744186046512,0.8305647840531561,-0.1965401617256185,-0.9812557458971298
Johnson County,P21,7,0.06825610122353934,2.0,12.0,0.3844660194174757,0,448,0.15946843853820597,0.6644518272425249,1.6779391015647744,-0.48232461200868
Laramie County,P21,7,0.07179987731874726,3.0,12.0,0.42105263157894735,0,448,0.07641196013289037,0.6146179401993356,2.0552747224058865,-0.17987985036992948
Lincoln County,P21,7,0.0599272155950417,6.0,7.0,0.2608695652173913,0,448,0.0033222591362126247,0.3754152823920266,4.9494516436710425,1.0227180175591548
Natrona County,P21,7,0.06919931425320217,-4.0,9.0,0.5961538461538461,0,448,0.006644518272425249,0.44518272425249167,2.97039943838209,0.3939263939020457
Niobrara County,P21,7,0.06883291258776543,4.0,12.0,0.38866396761133604,0,448,0.006644518272425249,0.6013289036544851,3.448807493577063,0.07834516925060589
Park County,P21,7,0.058760458444310645,-6.0,9.0,0.6626506024096386,0,448,0.0033222591362126247,0.37209302325581395,6.986597750660497,1.049999417304631
Platte County,P21,7,0.05246961045904362,0.0,12.0,0.4803921568627451,0,448,1.0,1.0,-1.1263284827151478,-1.9274812886460444
Sheridan County,P21,7,0.062201440711376024,-1.5,12.0,0.5198412698412699,0,448,0.33222591362126247,0.6411960132890365,0.3695654189758981,-0.635971387965785
Sublette County,P21,7,0.05497969827453678,-6.0,6.0,0.717434869739479,0,448,0.0033222591362126247,0.30564784053156147,8.232665634039812,1.1782931197481843
Sweetwater County,P21,7,0.06812490119815709,-6.0,7.0,0.6633858267716536,0,448,0.0033222591362126247,0.3953488372093023,8.014593561249365,0.9752046135174919
Teton County,P21,7,0.0710611618009966,-2.0,12.0,0.5358565737051793,0,448,0.3920265780730897,0.8239202657807309,0.5937043015268622,-1.0858487023121468
Uinta County,P21,7,0.05642193159556748,-6.0,6.0,0.7289156626506024,0,448,0.0033222591362126247,0.19933554817275748,5.160852175475741,1.4184786264006484
Washakie County,P21,7,0.07293485325536118,-6.0,6.0,0.7364185110663984,0,448,0.0033222591362126247,0.3953488372093023,6.255060585477164,1.005017135256015
Weston County,P21,7,0.0754908430639684,-4.0,12.0,0.5635245901639344,0,448,0.036544850498338874,0.5448504983388704,2.5504297937075133,0.15837294035808372
