COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P5,35,0.065987556639532,-6.0,30.75,0.5626702997275205,0,448,0.46511627906976744,0.5149501661129569,0.16554862375159296,-0.08075534000713173
Big Horn County,P5,35,0.049544692924723945,-6.0,26.0,0.5829903978052127,0,448,0.21926910299003322,0.43853820598006643,0.792410085782293,0.07810050103188185
Campbell County,P5,35,0.06248089519708368,-12.0,18.0,0.7836734693877551,0,448,0.053156146179401995,0.08637873754152824,2.3030679415064266,1.601918818868125
Carbon County,P5,35,0.06675733002006137,-9.0,21.0,0.6726768377253814,0,448,0.06312292358803986,0.2591362126245847,1.945961813770195,0.7204793750405852
Converse County,P5,35,0.0657008704137895,6.0,33.75,0.39415041782729804,0,448,0.37209302325581395,0.42524916943521596,0.3590849137032644,0.17739461584772356
Crook County,P5,35,0.06030322312361086,-12.0,20.0,0.7994542974079127,0,448,0.09634551495016612,0.14950166112956811,1.6360119050126196,1.3017758924861071
Fremont County,P5,35,0.063012470267733,-7.0,23.0,0.636245110821382,0,448,0.21262458471760798,0.32558139534883723,0.9461507758859882,0.45793098983409064
Goshen County,P5,35,0.056493701519499846,-6.0,21.0,0.6662125340599455,0,448,0.24916943521594684,0.31893687707641194,0.9213781758322926,0.43792475176215706
Hot Springs County,P5,35,0.059066270597727795,-1.0,29.0,0.5049088359046283,0,448,0.9302325581395349,0.9069767441860465,-1.0326549435824586,-1.0477750328983588
Johnson County,P5,35,0.06282644016968097,4.0,35.0,0.43460490463215257,0,448,0.5116279069767442,0.5714285714285714,-0.04286050862090502,-0.31356640314904666
Laramie County,P5,35,0.05902842669043286,-3.0,27.0,0.5383580080753702,0,448,0.6046511627906976,0.6411960132890365,-0.2839587206894566,-0.4800153858261086
Lincoln County,P5,35,0.05929223550090588,2.0,27.5,0.45132743362831856,0,448,0.8704318936877077,0.8504983388704319,-1.0676370108104913,-0.9801731534868502
Natrona County,P5,35,0.0648584374039916,-13.0,26.0,0.7222982216142271,0,448,0.03986710963455149,0.07308970099667775,2.192274228763382,1.8756051737824413
Niobrara County,P5,35,0.05068760724419054,9.0,26.5,0.2906474820143885,0,448,0.11960132890365449,0.1893687707641196,1.42989815493542,0.9632234532755827
Park County,P5,35,0.05925949656541685,-8.0,24.0,0.6424581005586593,0,448,0.2857142857142857,0.3388704318936877,0.622213356689123,0.4732139804744231
Platte County,P5,35,0.05791322416537975,0.0,35.0,0.47657295850066933,0,448,1.0,1.0,-1.2346207509470914,-1.2045459472024418
Sheridan County,P5,35,0.060284092147098844,-6.0,20.0,0.6479250334672021,0,448,0.3488372093023256,0.46179401993355484,0.4523392603499622,0.09144633354183959
Sublette County,P5,35,0.05761843389483969,-7.0,30.0,0.5819444444444445,0,448,0.34219269102990035,0.44518272425249167,0.5169297543251112,0.21583087274823398
Sweetwater County,P5,35,0.05916996769408228,-8.0,34.0,0.6162464985994398,0,448,0.08305647840531562,0.2757475083056478,1.782276572965839,0.5940163170966091
Teton County,P5,35,0.0651628194174207,1.0,29.0,0.4668400520156047,0,448,0.9335548172757475,0.9269102990033222,-1.2030181103068365,-1.1165163783706833
Uinta County,P5,35,0.06377777653792048,-16.0,25.0,0.746922024623803,0,448,0.0033222591362126247,0.019933554817275746,3.7906228855604414,2.869687484137712
Washakie County,P5,35,0.06339736409853422,9.0,32.0,0.36731843575418993,0,448,0.26578073089701,0.3388704318936877,0.7934798739120004,0.4985427686018848
Weston County,P5,35,0.062356116057892694,0.0,30.75,0.48753462603878117,0,448,1.0,1.0,-1.3297491314645962,-1.2898075935496023
