COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P21,35,0.074354948,-19,42,0.667850799,0,448,0.003322259,0.176079734,5.279785586,1.096261303
Big Horn County,P21,35,0.049011128,7,38,0.370192308,0,448,0.209302326,0.488372093,1.025370112,-0.158157805
Campbell County,P21,35,0.063917888,-10,28,0.666666667,0,448,0.013289037,0.415282392,2.791145891,0.139843728
Carbon County,P21,35,0.067722501,-14,46,0.639240506,0,448,0.006644518,0.368770764,3.598126804,0.373029037
Converse County,P21,35,0.064727545,0,31,0.495978552,0,448,1,1,-1.15535889,-1.254042423
Crook County,P21,35,0.05991615,-15,22,0.797546012,0,448,0.006644518,0.335548173,3.832833244,0.412075129
Fremont County,P21,35,0.065814166,5,53,0.414355628,0,448,0.225913621,0.694352159,0.91886736,-0.573459781
Goshen County,P21,35,0.07228602,19,34,0.224222586,0,448,0.003322259,0.096345515,6.041778062,1.621857015
Hot Springs County,P21,35,0.059138235,-4,33,0.536256324,0,448,0.740863787,0.700996678,-0.589918113,-0.594963158
Johnson County,P21,35,0.056395516,8,28.5,0.296851574,0,448,0.016611296,0.495016611,2.983949436,-0.096439275
Laramie County,P21,35,0.065367621,9,40,0.36416185,0,448,0.23255814,0.46179402,0.891442006,0.056329748
Lincoln County,P21,35,0.046447184,23,22.75,0.096573209,0,448,0.003322259,0.162790698,4.797236759,1.171613381
Natrona County,P21,35,0.060381241,-6,26,0.601139601,0,448,0.26910299,0.574750831,0.858292005,-0.296132183
Niobrara County,P21,35,0.050347047,4,41,0.415151515,0,448,0.6910299,0.760797342,-0.489133891,-0.759024981
Park County,P21,35,0.048692311,-13,32,0.69525268,0,448,0.006644518,0.292358804,2.983110958,0.553789672
Platte County,P21,35,0.04865672,0,38,0.472891566,0,448,1,1,-1.433402184,-1.359065514
Sheridan County,P21,35,0.035571138,0,40,0.477929985,0,448,1,1,-1.290161734,-1.201579434
Sublette County,P21,35,0.045298139,-11,29,0.673640167,0,448,0.029900332,0.465116279,2.290835497,0.084350092
Sweetwater County,P21,35,0.053125236,-11,32,0.635811836,0,448,0.006644518,0.435215947,3.106853172,0.073789953
Teton County,P21,35,0.069754965,0,50,0.487844408,0,448,1,1,-1.288626151,-1.432034275
Uinta County,P21,35,0.051030596,-1,38,0.512048193,0,448,0.906976744,0.933554817,-1.023581609,-1.198480464
Washakie County,P21,35,0.070979174,-20,32,0.773584906,0,448,0.003322259,0.132890365,6.533916845,1.240270307
Weston County,P21,35,0.073346721,-23.5,28,0.818611987,0,448,0.003322259,0.073089701,11.59388661,1.723560558
