COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P7,14,0.040063565,-7,20,0.620071685,0,695,0.003322259,0.159468439,4.491924204,1.44996632
Big Horn County,P7,14,0.052193767,-4,19,0.558323896,0,695,0.063122924,0.458471761,2.151323245,0.062547154
Campbell County,P7,14,0.049656564,-4,23.25,0.541062802,0,695,0.172757475,0.49833887,1.378358671,-0.060735948
Carbon County,P7,14,0.054737698,0,24,0.486516854,0,695,1,1,-1.288139742,-1.187075804
Converse County,P7,14,0.049876001,-4,24,0.56612529,0,695,0.099667774,0.445182724,1.894905181,0.014494165
Crook County,P7,14,0.056353783,-6,15,0.637472284,0,695,0.019933555,0.189368771,2.622994925,1.135356725
Fremont County,P7,14,0.042628931,-5,21,0.588901472,0,695,0.056478405,0.189368771,2.337483345,1.028711661
Goshen County,P7,14,0.056189593,11,15,0.270136307,0,695,0.003322259,0.049833887,5.956574985,2.127927588
Hot Springs County,P7,14,0.052732221,7,13,0.239955357,0,695,0.016611296,0.056478405,2.853406381,2.183864124
Johnson County,P7,14,0.054200084,-7,23,0.596871239,0,695,0.006644518,0.149501661,4.000799023,1.165415272
Laramie County,P7,14,0.052160542,1,25,0.476689977,0,695,0.913621262,0.860465116,-0.919846565,-0.865870747
Lincoln County,P7,14,0.050202752,-7,20,0.605769231,0,695,0.013289037,0.196013289,3.460596249,1.085722486
Natrona County,P7,14,0.047969303,-5,20,0.663378545,0,695,0.392026578,0.332225914,0.339002816,0.422387806
Niobrara County,P7,14,0.057258979,0,24,0.474495848,0,695,1,1,-1.289664676,-1.212402173
Park County,P7,14,0.051631628,-5,21,0.570071259,0,695,0.07641196,0.528239203,1.891349304,-0.120030644
Platte County,P7,14,0.055984592,-10,14,0.667058824,0,695,0.003322259,0.106312292,7.949364923,1.540963403
Sheridan County,P7,14,0.045129581,0,24,0.494623656,0,695,1,1,-1.171129582,-1.319716465
Sublette County,P7,14,0.047624333,-5,20,0.582022472,0,695,0.013289037,0.338870432,3.441405822,0.51933673
Sweetwater County,P7,14,0.049550661,-6,15,0.639233371,0,695,0.023255814,0.279069767,2.674258749,0.633967463
Teton County,P7,14,0.054611821,-7,22,0.533249686,0,695,0.003322259,0.129568106,4.950134277,1.303196933
Uinta County,P7,14,0.051845014,-5,25,0.583821805,0,695,0.013289037,0.285714286,2.795648874,0.586617654
Washakie County,P7,14,0.049503346,2,26,0.405988024,0,695,0.491694352,0.694352159,0.277892026,-0.544030234
Weston County,P7,14,0.042369442,6,20,0.337962963,0,695,0.023255814,0.322259136,2.746681115,0.685365946
