COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P5,7,0.07008654735794943,0.0,9.0,0.49158249158249157,0,448,1.0,1.0,-0.9901871976341614,-1.0931153606702695
Big Horn County,P5,7,0.06106824481691601,-2.0,9.0,0.5946398659966499,0,448,0.036544850498338874,0.2159468438538206,2.736834939620156,1.2880113707950582
Campbell County,P5,7,0.0676715731822245,-1.0,9.0,0.5362563237774031,0,448,0.5614617940199336,0.6810631229235881,0.5722767720374354,-0.05817451076834018
Carbon County,P5,7,0.06871862193591015,0.0,8.0,0.4425385934819897,0,448,1.0,1.0,-0.9551090987614431,-1.1374067376460717
Converse County,P5,7,0.06742072765503913,1.0,7.0,0.41946308724832215,0,448,0.5980066445182725,0.6943521594684385,0.4260036603294902,-0.06458543003687782
Crook County,P5,7,0.06326575019737476,0.0,10.0,0.4869109947643979,0,448,1.0,1.0,-1.0603874734408807,-1.0764080092796238
Fremont County,P5,7,0.06689292114394425,-1.0,8.0,0.5016181229773463,0,448,0.4684385382059801,0.6910299003322259,0.8509629433967631,-0.07004016334875182
Goshen County,P5,7,0.06740475673794202,-3.0,7.0,0.6856649395509499,0,448,0.013289036544850499,0.07641196013289037,3.304843388840044,2.222712296312095
Hot Springs County,P5,7,0.06883626519282317,1.0,9.0,0.3824027072758037,0,448,0.4717607973421927,0.6013289036544851,0.8066879805518512,0.0657856010443006
Johnson County,P5,7,0.06712813077356825,-1.0,9.0,0.5472972972972973,0,448,0.5548172757475083,0.7308970099667774,0.5415197899409895,-0.09957812851636567
Laramie County,P5,7,0.06692219005102754,1.0,9.0,0.43327556325823224,0,448,0.5581395348837209,0.5980066445182725,0.42812334792485396,0.3256305103491772
Lincoln County,P5,7,0.06382169235168862,0.0,9.0,0.47863247863247865,0,448,1.0,1.0,-0.9698711108177722,-1.0716517624676403
Natrona County,P5,7,0.0672926853722001,-2.0,6.0,0.5799676898222941,0,448,0.08970099667774087,0.23588039867109634,2.085144140570748,1.2551229699429791
Niobrara County,P5,7,0.05444959886983307,1.0,8.0,0.40185185185185185,0,448,0.6677740863787376,0.6976744186046512,0.09125762726874286,-0.22664613051246607
Park County,P5,7,0.06477106160793351,0.0,6.5,0.45641838351822506,0,448,1.0,1.0,-0.9810206192672668,-1.0485375043700658
Platte County,P5,7,0.0635634242376017,-1.0,8.0,0.5438898450946644,0,448,0.5448504983388704,0.6478405315614618,0.5722495552209795,0.0802812718208818
Sheridan County,P5,7,0.06773970781004798,-1.0,7.0,0.5066666666666667,0,448,0.5714285714285714,0.6644518272425249,0.5115817956786489,0.0054691099681196025
Sublette County,P5,7,0.06847729939946702,0.0,7.0,0.44574290484140233,0,448,1.0,1.0,-0.9649317461702628,-0.9798634800559297
Sweetwater County,P5,7,0.06351568461776384,-1.0,8.0,0.5433715220949263,0,448,0.3853820598006645,0.6744186046511628,1.0567316876185446,-0.007384851703650991
Teton County,P5,7,0.06840127221536488,0.0,8.0,0.4562937062937063,0,448,1.0,1.0,-1.0731689457008506,-1.0356043900935825
Uinta County,P5,7,0.06721038270282993,0.0,9.0,0.47753743760399336,0,448,1.0,1.0,-0.9748099204492219,-1.0200566634473538
Washakie County,P5,7,0.06891825038750629,0.0,8.0,0.46495726495726497,0,448,1.0,1.0,-0.995214137365701,-1.1830200511526285
Weston County,P5,7,0.06908667307607018,-2.0,7.0,0.5667215815485996,0,448,0.029900332225913623,0.2823920265780731,2.6604335502071157,0.9265983937208462
