COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P14,28,0.067407957,-5,29,0.580691643,0,448,0.299003322,0.504983389,0.660103826,-0.114794159
Big Horn County,P14,28,0.044305693,0,30,0.46539028,0,448,1,1,-1.410704839,-1.265680403
Campbell County,P14,28,0.059802913,12,28,0.289348172,0,448,0.003322259,0.189368771,4.447091798,1.023773374
Carbon County,P14,28,0.069068212,-5,29,0.572058824,0,448,0.23255814,0.541528239,0.87352986,-0.194087455
Converse County,P14,28,0.070647477,1,32,0.46460177,0,448,0.860465116,0.936877076,-0.83775098,-1.18149601
Crook County,P14,28,0.054054638,-5,24,0.594917788,0,448,0.235880399,0.561461794,0.835606806,-0.227587706
Fremont County,P14,28,0.064829244,7,33,0.39047619,0,448,0.109634551,0.471760797,1.659823285,-0.043806951
Goshen County,P14,28,0.068907191,-3,28,0.542776999,0,448,0.342192691,0.710963455,0.629676307,-0.605169248
Hot Springs County,P14,28,0.068034075,12,27,0.234939759,0,448,0.013289037,0.235880399,3.251500008,0.792894046
Johnson County,P14,28,0.067713493,0,36.5,0.452950558,0,448,1,1,-1.399025913,-1.146740485
Laramie County,P14,28,0.050924293,19,27,0.222039474,0,448,0.003322259,0.029900332,8.549789434,2.655662817
Lincoln County,P14,28,0.062757893,-16,24,0.776872964,0,448,0.003322259,0.056478405,4.618792108,2.046518163
Natrona County,P14,28,0.063325074,0,27,0.478753541,0,448,1,1,-1.240572938,-1.308848025
Niobrara County,P14,28,0.052352765,6,29,0.366522367,0,448,0.129568106,0.395348837,1.422938981,0.109849143
Park County,P14,28,0.070894016,6,33.5,0.407407407,0,448,0.186046512,0.448504983,0.940515261,0.035005773
Platte County,P14,28,0.06262247,1,32,0.469064748,0,448,0.863787375,0.900332226,-0.906654776,-1.008904194
Sheridan County,P14,28,0.057944276,-2,30.75,0.531722054,0,448,0.601328904,0.797342193,-0.301749326,-0.848860166
Sublette County,P14,28,0.057474518,19,23,0.149659864,0,448,0.003322259,0.003322259,5.875189733,3.680032046
Sweetwater County,P14,28,0.069188206,2,26.5,0.448888889,0,448,0.661129568,0.790697674,-0.325012422,-0.718260876
Teton County,P14,28,0.063786436,-10,28,0.665680473,0,448,0.093023256,0.215946844,1.688615315,0.744821062
Uinta County,P14,28,0.069889996,-3,22,0.538461538,0,448,0.684385382,0.754152824,-0.440610898,-0.726010605
Washakie County,P14,28,0.062993901,-1,28,0.501623377,0,448,0.870431894,0.857142857,-0.855945269,-0.904822812
Weston County,P14,28,0.054091755,2,35,0.41781874,0,448,0.73089701,0.830564784,-0.543039625,-0.875756026
