COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P7,28,0.070421412,-5,37,0.558028617,0,448,0.617940199,0.664451827,-0.301075327,-0.521908016
Big Horn County,P7,28,0.061215348,9,37,0.374407583,0,448,0.009966777,0.259136213,3.020410804,0.760648012
Campbell County,P7,28,0.06655854,-9,31,0.659476117,0,448,0.013289037,0.3089701,2.751190595,0.535232869
Carbon County,P7,28,0.070197384,0,34,0.493993994,0,448,1,1,-1.257309153,-1.324514329
Converse County,P7,28,0.069273747,-6,35,0.571209801,0,448,0.209302326,0.554817276,0.945873811,-0.247733341
Crook County,P7,28,0.063443386,-4,23,0.581560284,0,448,0.395348837,0.568106312,0.423179592,-0.220238653
Fremont County,P7,28,0.068619562,15,27,0.244766506,0,448,0.003322259,0.073089701,6.008199098,1.676023624
Goshen County,P7,28,0.071643336,18,32,0.307178631,0,448,0.003322259,0.03986711,4.975753504,1.989041077
Hot Springs County,P7,28,0.066597363,-8,33,0.650717703,0,448,0.009966777,0.431893688,3.360762618,0.155483401
Johnson County,P7,28,0.069782085,-27,16,0.890070922,0,448,0.003322259,0.003322259,10.23597976,3.610391339
Laramie County,P7,28,0.067429112,-14,31,0.70771757,0,448,0.003322259,0.252491694,6.673140182,0.769813974
Lincoln County,P7,28,0.060679975,0,43,0.490384615,0,448,1,1,-1.243210132,-1.310736455
Natrona County,P7,28,0.070161758,-9,42,0.555371901,0,448,0.049833887,0.312292359,2.01676654,0.505636077
Niobrara County,P7,28,0.062168536,-7,30,0.595744681,0,448,0.069767442,0.405315615,1.896393737,0.11033726
Park County,P7,28,0.059133922,-9,33.25,0.638198758,0,448,0.03654485,0.209302326,2.239873204,0.823698248
Platte County,P7,28,0.038671342,-2,17,0.575418994,0,448,0.697674419,0.784053156,-0.432705921,-0.866043767
Sheridan County,P7,28,0.060442614,-12,29,0.68921095,0,448,0.003322259,0.073089701,3.939253845,1.725565108
Sublette County,P7,28,0.067246687,-10,25,0.68161435,0,448,0.049833887,0.112956811,2.007569562,1.319379497
Sweetwater County,P7,28,0.063714703,-2,37,0.519872814,0,448,0.657807309,0.84717608,-0.373949318,-1.045993139
Teton County,P7,28,0.064501574,6,25,0.335832084,0,448,0.418604651,0.534883721,0.288652708,-0.143764108
Uinta County,P7,28,0.066936972,2,36,0.46257485,0,448,0.684385382,0.817275748,-0.447495948,-0.893420878
Washakie County,P7,28,0.060751305,-11,25,0.680916031,0,448,0.009966777,0.23255814,3.339254285,0.865075764
Weston County,P7,28,0.067719458,21,21,0.15270936,0,448,0.003322259,0.003322259,7.709997338,3.973446288
