COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P7,14,0.072731919,-3,22,0.557932264,0,448,0.514950166,0.661129568,0.101925978,-0.460353708
Big Horn County,P7,14,0.07051299,-2,24,0.532062392,0,448,0.245847176,0.604651163,1.126693129,-0.279579161
Campbell County,P7,14,0.070902667,-4,20,0.596638655,0,448,0.096345515,0.468438538,1.838788529,0.134205536
Carbon County,P7,14,0.074105573,-4,23,0.557491289,0,448,0.069767442,0.485049834,2.059556689,0.061681449
Converse County,P7,14,0.071841045,-4,19,0.597582038,0,448,0.156146179,0.531561462,1.411118857,-0.103652338
Crook County,P7,14,0.064931411,-3,17,0.583870968,0,448,0.225913621,0.495016611,1.03259073,0.099959209
Fremont County,P7,14,0.074098577,4,17,0.321299639,0,448,0.03654485,0.451827243,2.762004939,0.174465789
Goshen County,P7,14,0.07387359,-2.5,16,0.546979866,0,448,0.332225914,0.617940199,0.399189067,-0.475980673
Hot Springs County,P7,14,0.073366435,-4,20,0.600343053,0,448,0.049833887,0.504983389,2.368717649,-0.098570859
Johnson County,P7,14,0.070647893,-13,13,0.728904847,0,448,0.003322259,0.026578073,9.623463153,2.454670493
Laramie County,P7,14,0.072621713,-7,21,0.65641953,0,448,0.003322259,0.405315615,5.666014033,0.384386696
Lincoln County,P7,14,0.066166916,1,26,0.466165414,0,448,0.617940199,0.837209302,0.011283705,-0.855489092
Natrona County,P7,14,0.072467145,-7,19,0.628318584,0,448,0.003322259,0.182724252,4.300576034,1.154321139
Niobrara County,P7,14,0.065897292,-8,13,0.727574751,0,448,0.003322259,0.122923588,4.73302104,1.408096945
Park County,P7,14,0.06629937,-4,25,0.594594595,0,448,0.029900332,0.411960133,2.541729082,0.236155375
Platte County,P7,14,0.041075227,-2,15,0.548686244,0,448,0.315614618,0.707641196,0.816621344,-0.587890021
Sheridan County,P7,14,0.066012488,-9,16,0.698384201,0,448,0.003322259,0.033222591,5.876297831,2.417604361
Sublette County,P7,14,0.070643955,-4,18,0.605263158,0,448,0.096345515,0.265780731,1.818375875,0.694756973
Sweetwater County,P7,14,0.067943066,-1,26,0.513464991,0,448,0.714285714,0.890365449,-0.292990237,-1.013236791
Teton County,P7,14,0.067678504,3,17,0.352542373,0,448,0.335548173,0.607973422,0.677905723,-0.290147743
Uinta County,P7,14,0.06863622,0,26,0.476021314,0,448,1,1,-1.194998989,-1.272784635
Washakie County,P7,14,0.06742958,-7,18,0.643356643,0,448,0.003322259,0.132890365,4.176502233,1.496174066
Weston County,P7,14,0.071330302,0,20,0.469622332,0,448,1,1,-1.148813123,-1.347615214
