COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P21,35,0.034718757,-8,36,0.612488522,0,695,0.119601329,0.471760797,1.4108849,0.079433026
Big Horn County,P21,35,0.039220864,-26,38,0.682766191,0,695,0.003322259,0.043189369,7.857597243,2.039497486
Campbell County,P21,35,0.033015045,-3,42,0.519880716,0,695,0.631229236,0.780730897,-0.361799314,-0.843694108
Carbon County,P21,35,0.033446792,-13,38,0.647233202,0,695,0.003322259,0.265780731,3.985208013,0.615004477
Converse County,P21,35,0.029661555,-9,39,0.593301435,0,695,0.056478405,0.411960133,2.279513392,0.116355549
Crook County,P21,35,0.030415186,-1,42.75,0.507590133,0,695,0.906976744,0.953488372,-0.9770672,-1.325566139
Fremont County,P21,35,0.028901833,-11,29,0.668273867,0,695,0.003322259,0.222591362,3.939029009,0.963990005
Goshen County,P21,35,0.045313401,-21,29,0.802359882,0,695,0.003322259,0.043189369,6.986740001,2.125485615
Hot Springs County,P21,35,0.050621429,-6,40,0.536507937,0,695,0.438538206,0.504983389,0.055247909,-0.205834575
Johnson County,P21,35,0.051257694,-28,31,0.78313253,0,695,0.003322259,0.003322259,6.335786931,4.073731885
Laramie County,P21,35,0.048536212,-7,28,0.626447876,0,695,0.15282392,0.554817276,1.269278041,-0.179158789
Lincoln County,P21,35,0.044977507,-14,48,0.614727855,0,695,0.003322259,0.3089701,6.216986764,0.393560614
Natrona County,P21,35,0.042641228,5,52,0.439759036,0,695,0.431893688,0.744186047,0.161936772,-0.674782008
Niobrara County,P21,35,0.052521567,3,49,0.471736896,0,695,0.531561462,0.774086379,-0.167217061,-0.799006705
Park County,P21,35,0.020868135,-1,37,0.500967118,0,695,0.877076412,0.940199336,-0.887539442,-1.119165167
Platte County,P21,35,0.045356515,-8,28,0.618421053,0,695,0.139534884,0.34551495,1.306272336,0.400342276
Sheridan County,P21,35,0.048030648,-21,38,0.699124726,0,695,0.003322259,0.096345515,10.52363765,1.510219028
Sublette County,P21,35,0.027153241,-17,33,0.694898941,0,695,0.003322259,0.026578073,4.418829807,2.241949133
Sweetwater County,P21,35,0.039945197,4,37.25,0.411596958,0,695,0.445182724,0.647840532,0.102124084,-0.458276062
Teton County,P21,35,0.047970798,-9,37,0.611898017,0,695,0.019933555,0.378737542,2.669334682,0.25451183
Uinta County,P21,35,0.03054773,-12,38,0.642284569,0,695,0.003322259,0.315614618,4.135832578,0.440233977
Washakie County,P21,35,0.026496032,-1,32,0.500479386,0,695,0.873754153,0.96345515,-0.848170793,-1.242063254
Weston County,P21,35,0.035759991,-15,37,0.681318681,0,695,0.016611296,0.335548173,2.556965355,0.354354639
