COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P5,28,0.024678283297212413,-4.0,23.0,0.5537037037037037,0,695,0.3853820598006645,0.5116279069767442,0.23826306313565063,-0.04590027022986413
Big Horn County,P5,28,0.042018665408378064,-7.0,27.0,0.6312900274473925,0,695,0.046511627906976744,0.1461794019933555,2.1456142588791547,1.3200743785705924
Campbell County,P5,28,0.03732632080299668,-11.0,23.0,0.6595959595959596,0,695,0.023255813953488372,0.046511627906976744,2.81344935167197,2.0738876672998865
Carbon County,P5,28,0.0368426088200164,-1.0,24.0,0.5226641998149861,0,695,0.9534883720930233,0.946843853820598,-1.2113863133867862,-1.088089308113432
Converse County,P5,28,0.036950958105161844,-8.0,21.0,0.6453382084095064,0,695,0.06312292358803986,0.11295681063122924,1.8270065350888571,1.4540633794340925
Crook County,P5,28,0.04957029301309661,-3.0,25.0,0.5602240896358543,0,695,0.6212624584717608,0.6943521594684385,-0.2803544235429271,-0.5414696436429448
Fremont County,P5,28,0.03627782787796735,2.0,29.0,0.4563279857397504,0,695,0.7009966777408638,0.7541528239202658,-0.4106421967709643,-0.6315082876953083
Goshen County,P5,28,0.03946082795543401,-6.0,23.0,0.6042632066728453,0,695,0.3089700996677741,0.2857142857142857,0.6256146221081351,0.6726215182561057
Hot Springs County,P5,28,0.0519560137670379,-3.0,24.0,0.5553435114503816,0,695,0.7807308970099668,0.6877076411960132,-0.7583264934196949,-0.5364582413749432
Johnson County,P5,28,0.05019553631135146,-9.0,24.0,0.6043643263757116,0,695,0.15946843853820597,0.14950166112956811,1.312239324265853,1.323502518378
Laramie County,P5,28,0.03201191957122821,4.0,23.0,0.3992773261065944,0,695,0.38205980066445183,0.43853820598006643,0.4167415797986397,0.14279327075793857
Lincoln County,P5,28,0.0417837634604355,-3.0,24.0,0.5804749340369393,0,695,0.5481727574750831,0.521594684385382,-0.013585510041717028,-0.1295788976094814
Natrona County,P5,28,0.04405147887392839,1.0,18.0,0.4385650224215247,0,695,0.8372093023255814,0.9036544850498339,-0.7167391074739792,-0.9428530897661584
Niobrara County,P5,28,0.0511483042773868,-6.0,24.0,0.5839057899901865,0,695,0.2724252491694352,0.3787375415282392,0.7472359805030812,0.29944451832578295
Park County,P5,28,0.042129483490138606,3.0,23.0,0.35734597156398107,0,695,0.5548172757475083,0.6843853820598007,-0.13674105363296554,-0.444001725682398
Platte County,P5,28,0.04876930259369688,-8.0,24.0,0.6769087523277467,0,695,0.12956810631229235,0.1461794019933555,1.5045300109886852,1.1955071094321887
Sheridan County,P5,28,0.04530570622217212,2.0,24.0,0.4422202001819836,0,695,0.7142857142857143,0.7508305647840532,-0.5340406343793517,-0.6066020244413057
Sublette County,P5,28,0.041748515060678,2.0,25.0,0.46139705882352944,0,695,0.6843853820598007,0.7574750830564784,-0.4416895195976232,-0.6373981553463968
Sweetwater County,P5,28,0.04225323479965263,3.0,23.0,0.4167424931756142,0,695,0.5249169435215947,0.5880398671096345,-0.03338345876986506,-0.2817952610213862
Teton County,P5,28,0.03225200203185615,-2.0,28.0,0.5294117647058824,0,695,0.6744186046511628,0.7375415282392026,-0.3716032228911726,-0.5960537532958182
Uinta County,P5,28,0.034933833757234946,-5.0,26.0,0.6034327009936766,0,695,0.13953488372093023,0.3289036544850498,1.3622607017618324,0.5903094528129061
Washakie County,P5,28,0.04212905816590367,-1.0,22.0,0.5198522622345337,0,695,0.893687707641196,0.9069767441860465,-0.8913321801799897,-0.9227700877303533
Weston County,P5,28,0.04088585058241865,5.0,22.0,0.39723320158102765,0,695,0.43853820598006643,0.3953488372093023,0.1142028843042696,0.17269806434849289
