COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P7,35,0.069766724,-0.5,42.75,0.5,0,448,0.953488372,0.943521595,-1.416898818,-1.363139948
Big Horn County,P7,35,0.056793584,10,39,0.372956909,0,448,0.059800664,0.292358804,2.015559421,0.532856825
Campbell County,P7,35,0.064147607,-9,34,0.656976744,0,448,0.033222591,0.418604651,2.141845031,0.211676258
Carbon County,P7,35,0.068295377,0,37,0.487106017,0,448,1,1,-1.280786153,-1.279132853
Converse County,P7,35,0.06678954,-6,37,0.568149211,0,448,0.312292359,0.627906977,0.550770342,-0.413789621
Crook County,P7,35,0.061802971,-12,30,0.689705882,0,448,0.006644518,0.162790698,3.200962959,1.111558469
Fremont County,P7,35,0.064222385,17,34,0.249230769,0,448,0.003322259,0.122923588,4.816765004,1.405174097
Goshen County,P7,35,0.06858853,20,39,0.301737757,0,448,0.003322259,0.063122924,4.170951711,1.678881715
Hot Springs County,P7,35,0.0638366,-8,37,0.65204236,0,448,0.03654485,0.544850498,2.363621255,-0.167459903
Johnson County,P7,35,0.068772102,-20,34,0.738582677,0,448,0.003322259,0.083056478,5.76092759,1.602249355
Laramie County,P7,35,0.065673414,-15,35,0.711388456,0,448,0.003322259,0.318936877,5.181137969,0.542308483
Lincoln County,P7,35,0.059290801,-10,46,0.596546311,0,448,0.049833887,0.289036545,2.022433132,0.603237814
Natrona County,P7,35,0.067451357,-11,46,0.563552833,0,448,0.063122924,0.26910299,1.956142474,0.554619009
Niobrara County,P7,35,0.056710631,-11,30.25,0.693452381,0,448,0.033222591,0.295681063,2.387141921,0.53121123
Park County,P7,35,0.057030915,-12,32,0.666666667,0,448,0.029900332,0.199335548,2.238835498,0.894477548
Platte County,P7,35,0.037320527,-1,21.5,0.517680339,0,448,0.920265781,0.936877076,-0.97321672,-1.116170057
Sheridan County,P7,35,0.059094072,-15,40.25,0.707006369,0,448,0.003322259,0.086378738,4.516709508,1.572917113
Sublette County,P7,35,0.06483487,-5,35,0.55290611,0,448,0.61461794,0.541528239,-0.269093247,-0.229245859
Sweetwater County,P7,35,0.062578961,-3,43,0.521671827,0,448,0.581395349,0.827242525,-0.215997912,-0.959474007
Teton County,P7,35,0.064116828,0,33,0.474452555,0,448,1,1,-1.77434342,-1.330888107
Uinta County,P7,35,0.066389126,2,39,0.453216374,0,448,0.774086379,0.853820598,-0.67086055,-0.98377071
Washakie County,P7,35,0.058574676,-12,27,0.69183359,0,448,0.019933555,0.322259136,2.452805662,0.528237649
Weston County,P7,35,0.063500309,19,33,0.277258567,0,448,0.003322259,0.026578073,5.162830517,2.301134474
