COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P21,28,0.036418629,-9,31,0.664705882,0,695,0.026578073,0.322259136,2.802906065,0.627161255
Big Horn County,P21,28,0.045552326,-22,32,0.66553288,0,695,0.003322259,0.03654485,8.864158705,2.039650368
Campbell County,P21,28,0.034345569,-2,38,0.514195584,0,695,0.740863787,0.857142857,-0.571448442,-0.970268353
Carbon County,P21,28,0.036475376,-13,33,0.639121339,0,695,0.003322259,0.219269103,6.376680307,0.845395444
Converse County,P21,28,0.030242315,-9,38,0.595092025,0,695,0.009966777,0.342192691,3.857451698,0.37225925
Crook County,P21,28,0.032123559,-2,39,0.514198783,0,695,0.694352159,0.906976744,-0.406097878,-1.114428864
Fremont County,P21,28,0.031345166,-10,27,0.657894737,0,695,0.003322259,0.156146179,4.963538192,1.216145466
Goshen County,P21,28,0.047095173,-16,26,0.75427996,0,695,0.003322259,0.086378738,6.600434611,1.730980467
Hot Springs County,P21,28,0.053851938,-5,37.25,0.530973451,0,695,0.521594684,0.521594684,-0.070254244,-0.220335412
Johnson County,P21,28,0.052898478,-21,26,0.753018661,0,695,0.003322259,0.006644518,5.834395406,3.75899233
Laramie County,P21,28,0.048918472,-11,23,0.72826087,0,695,0.003322259,0.212624585,4.432293861,0.900132367
Lincoln County,P21,28,0.049373455,-14,39.75,0.618681319,0,695,0.003322259,0.259136213,7.068239638,0.642341516
Natrona County,P21,28,0.043674719,4.5,46,0.427521008,0,695,0.338870432,0.687707641,0.269601828,-0.606992081
Niobrara County,P21,28,0.053516097,14,38,0.3469163,0,695,0.003322259,0.182724252,5.310379518,1.075138674
Park County,P21,28,0.021825184,0,32,0.488324873,0,695,1,1,-1.260096667,-1.30047336
Platte County,P21,28,0.047583496,-5,22,0.597222222,0,695,0.212624585,0.451827243,0.968717641,0.01090438
Sheridan County,P21,28,0.051394585,-15,31,0.670416198,0,695,0.003322259,0.202657807,9.405538722,0.931112614
Sublette County,P21,28,0.02814335,-11,30,0.641878669,0,695,0.003322259,0.162790698,3.611457112,1.20149518
Sweetwater County,P21,28,0.04208779,4,33.25,0.410358566,0,695,0.289036545,0.551495017,0.639350802,-0.250989248
Teton County,P21,28,0.048507337,-8,35,0.605367793,0,695,0.003322259,0.372093023,3.574854706,0.289485125
Uinta County,P21,28,0.032057538,-11,34,0.650793651,0,695,0.003322259,0.272425249,4.892576782,0.663742748
Washakie County,P21,28,0.029869401,0,29,0.495459132,0,695,1,1,-1.231409552,-1.369977931
Weston County,P21,28,0.038405694,-14.5,31,0.682648402,0,695,0.003322259,0.289036545,4.350823001,0.541358312
