COUNTY_NAME,PERIOD,DTW_window,DTW_dist_norm,lag_median_days,lag_iqr_days,frac_mobility_leads,trim_days,n_used,p_shuffle_absMedLag,p_phase_absMedLag,z_shuffle_absMedLag,z_phase_absMedLag
Albany County,P28,7,0.07046966935555952,-3.0,12.0,0.5482546201232033,0,448,0.12624584717607973,0.627906976744186,1.6537928257897876,-0.2366603419972481
Big Horn County,P28,7,0.07395993716992215,-2.0,12.0,0.5263157894736842,0,448,0.7475083056478405,0.5980066445182725,-0.13797205486566777,-0.26993002305198754
Campbell County,P28,7,0.06795901882125228,0.0,12.0,0.4898373983739837,0,448,1.0,1.0,-1.2410669920937434,-1.7806770434540518
Carbon County,P28,7,0.07266016477485726,-6.0,12.0,0.5836909871244635,0,448,0.0033222591362126247,0.5481727574750831,5.520816210779856,0.7869820071366381
Converse County,P28,7,0.06721089546606147,-4.0,12.0,0.5688259109311741,0,448,0.11627906976744186,0.5780730897009967,1.7521530197235695,0.05818706436975432
Crook County,P28,7,0.061770543980707596,6.0,8.0,0.2783300198807157,0,448,0.0033222591362126247,0.5249169435215947,7.403029267258215,0.7983481308442087
Fremont County,P28,7,0.0738486537725906,-1.0,12.0,0.5060975609756098,0,448,0.6511627906976745,0.8837209302325582,0.054956285154702925,-1.4597071252363412
Goshen County,P28,7,0.07561141229081879,-5.0,10.0,0.6048387096774194,0,448,0.0033222591362126247,0.7142857142857143,5.332715885114862,0.14053924781201482
Hot Springs County,P28,7,0.06861388659490261,6.0,12.0,0.3367768595041322,0,448,0.0033222591362126247,0.24916943521594684,4.397987967177118,1.292932890221527
Johnson County,P28,7,0.07401676337692116,-6.0,11.0,0.6155419222903885,0,448,0.0033222591362126247,0.5681063122923588,5.963483940553659,0.7471381452035857
Laramie County,P28,7,0.07139037372306883,-2.5,12.0,0.5326530612244897,0,448,0.28903654485049834,0.7308970099667774,0.5701147012422912,-0.7588732858038567
Lincoln County,P28,7,0.07919628188153087,-5.0,12.0,0.5590062111801242,0,448,0.0033222591362126247,0.4119601328903654,5.67648258090836,0.696538702935757
Natrona County,P28,7,0.06963384747647954,-6.0,9.0,0.6520076481835564,0,448,0.0033222591362126247,0.5382059800664452,5.8711633565069805,0.7979845088962566
Niobrara County,P28,7,0.0790082187578423,6.0,6.0,0.24439918533604887,0,448,0.009966777408637873,0.6877076411960132,2.694467007401289,0.595593528663987
Park County,P28,7,0.040243340955715225,-2.5,10.0,0.5557768924302788,0,448,0.013289036544850499,0.760797342192691,2.6617274493400918,-0.9023227809070333
Platte County,P28,7,0.03804944304029636,0.0,11.0,0.4596774193548387,0,448,1.0,1.0,-0.9367175359943337,-2.5035170680511696
Sheridan County,P28,7,0.052232635094152734,2.0,12.0,0.41115702479338845,0,448,0.3122923588039867,0.6578073089700996,0.7349070992512579,-0.47929776993031625
Sublette County,P28,7,0.06925100628425111,5.0,12.0,0.3972055888223553,0,448,0.0033222591362126247,0.3920265780730897,3.8818157028232205,0.7215579328296026
Sweetwater County,P28,7,0.06649268031681127,-6.0,10.0,0.6081632653061224,0,448,0.0033222591362126247,0.42524916943521596,5.05916791136737,0.960109446680129
Teton County,P28,7,0.061533437663652164,-6.0,11.0,0.6509240246406571,0,448,0.09634551495016612,0.45514950166112955,1.8383460418482551,0.9193895237150925
Uinta County,P28,7,0.06885681760915081,-2.0,12.0,0.5357142857142857,0,448,0.18604651162790697,0.7807308970099668,1.4912935368640403,-0.7357684595545232
Washakie County,P28,7,0.07848032542185505,-6.0,11.0,0.6797520661157025,0,448,0.0033222591362126247,0.40863787375415284,7.821232984207697,0.9942310541443405
Weston County,P28,7,0.07470698594828988,-6.0,7.75,0.6816326530612244,0,448,0.0033222591362126247,0.22591362126245848,6.4211267958996885,1.3471797925995204
